Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Additional Comments,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size
2770,Black Willow,6,Salix nigra,['sun'],6.4,"Black Willow is one of North America's most widely distributed trees. Black Willow is a large deciduous, often leaning trunk, tree with linear to narrowly lanceolate leaves. It is typically found along water courses and in wet areas. Its rapid growth is accompanied by weak wood. The root system is extremely invasive and often clogs pipes and drains. The taxon can be useful for naturalizing near water features and for erosion control.","{'yellow', 'green'}",{'spring'},FALSE,"[30, 100]","[25, 40]",A highly adaptable plant that can become a serious weed problem in landscape settings.,2,2,0,0,0,http://ekps.tamu.edu//images/plants/salixnigra.jpg,['tree'],"['medium', 'large']"
2771,Weeping Willow,6,Salix alba,['sun'],6.4,"Weeping Willow, at least as commonly sold in the trade, is a broadly rounded mound of long pendulent swaying branches with long yellow colored twigs. A beautiful classic water feature plant and best reserved for this setting. As a general landscape tree it is short-lived, messy (leaves, twigs, limbs, flowers dropping), weak wooded, and has an extremely invasive root system.","{'yellow', 'green'}",{'spring'},FALSE,"[50, 60]","[50, 60]","Often confused taxa; Weeping Willow as this cultivar or another is frequently sold as Salix babylonica, the Babylon Weeping Willow, few plants marketed as Weeping Willow conform to the descriptions published for Salix babylonica.",2,2,0,0,0,http://ekps.tamu.edu//images/plants/salixalbatristis.jpg,['tree'],"['medium', 'large']"
2772,Ocotillo,6,Fouquieria splendens,['sun'],6.4,"Ocotillo is a classic West Texas large shrub or multi-stem small tree. The plant is sometimes known as Albarda or Coach Whip. The sparsely branched tubular Cholla-like stems sucker from the  crown creating a stiffly upright cylinder of wickedly spiny stems. Small green leaves occur during moist warm seasons. Windblown sprays of red flowers are borne in spring. Effective barrier, accent, xeriscape, or naturalizing plant for West Texas.",{'red'},{'spring'},FALSE,"[5, 15]","[3, 6]","Needs absolutely well drained soils; tolerant of as little as 5 inch to 6 inch of rainfall per year;not well adapted to Central and East Texas; very slower grower, threatened in the wild due to unscrupulous harvesting.",2,0,2,0,0,http://ekps.tamu.edu//images/plants/fouquier.jpg,"['shrub', 'tree']","['small', 'large']"
2773,Goldenball Leadtree,6,Leucaena retusa,"['sun', 'partial sun']",6.4,Goldenball Leadtree is an underutilized Texas native small single or multi-stem tree. Used in West and South Texas as a small patio or courtyard tree. It casts a filtered shade and has outstanding bright yellow flowers spring to fall; largest flushes after rain events.,{'yellow'},"{'fall', 'spring', 'summer'}",FALSE,"[15, 25]","[15, 25]","Soil pH adaptable, prefers good drainage, very drought tolerant, can withstand reflected heat. Branches tend to be brittle in high winds or under snow or ice loads.",2,0,2,0,0,http://ekps.tamu.edu//images/plants/leucaena.jpg,['tree'],"['small', 'large']"
2774,Thornless Common Honeylocust,6,Gleditsia triacanthos var. inermis,['sun'],6.4,"The Thornless Common Honeylocust is a medium to large deciduous shade tree popular for its vase-shaped, stratified branching, filtered shade, and soft-textured summer foliage and yellow fall color. Once planted as a replacement for the Dutch Elm Disease killed American Elms, but pests and diseases are beginning to aflict this species as well. The large pods can be a maintanence liability. The species type (Gleditsia triacanthos var. triacanthos) has large fierce thorns and is not planted in landscapes.",{'green'},{'spring'},TRUE,"[30, 100]","[20, 40]",Selection from the northern portion of the species' range are not particularly vigorous in USDA zones 8 and 9; subject to similar disease problems as the species type.,2,0,2,0,0,http://ekps.tamu.edu//images/plants/gleditsi.jpg,['tree'],"['medium', 'large']"
2775,Retama or Jerusalem Thorn,6,Parkinsonia aculeata,['sun'],6.4,"Retama is a small deciduous single to multi-stem tree with bright green bark. Its foliage is rather sparse and is both cold and drought deciduous, during which times the trunk acts as the photosynthetic organ. Needle-like thorns at the nodes on twigs and old trunks are maintenance and pedestrian hazards. The yellow flowers with red-orange throats are borne en masse in spring or early summer and then sproradically to autumn.","{'red', 'yellow', 'orange'}","{'fall', 'spring', 'summer'}",TRUE,"[15, 30]","[15, 20]","Marginally cold hardy in USDA zone 8a; very drought, salt, and heat tolerant, more tolerant of seasonally poor drainage than given credit for in the literature.",2,0,2,0,0,http://ekps.tamu.edu//images/plants/parkinsoniaaculeata6.jpg,"['shrub', 'tree']","['small', 'large']"
2776,Engelman's Prickly Pear,6,Opuntia engelmannii,['sun'],6.4,Engelman's Prickly Pear is the most commonly encountered of the larger prickly pear taxa in Texas. Prickly Pear Cacti are mostly shrubs or small trees with pad-like stem segments that function as the photosynthetic organs and eventually become woody forming a trunk on taller growing species. Beautiful yellow cup-shaped flowers and interesting red-purple fruit are assets. The larger spines and smaller spines (glochids) at the aureoles are formidable maintenance problems and serve the plant well when used as a barrier. A staple of cultivated and non-cultivated West Texas landscapes. Classic xeriscape plants.,{'yellow'},"{'spring', 'summer'}",TRUE,"[6, 10]","[0, 20]",Incredible heat and drought tolerance; good salt tolerance; avoid poorly drained soils; cochineal scale and squash bugs can mar the appearance of this and many other Cacti.,2,0,2,0,0,http://ekps.tamu.edu//images/plants/opuntia.jpg,"['shrub', 'tree']","['small', 'medium', 'large']"
2777,Hardy Chrysanthemum,6,Chrysanthemum x morifolium (Dendranthema x morifolium),"['sun', 'partial sun']",6.21,"Hardy Chrysanthemum is somewhat of a misnomer as some cultivars are cold hardy to USDA zone 5, while others are barely cold hardy to zone 8. Flower forms are variable from daisy-like to pompom-like and come in a wide range of colors. Some types bloom only with short-days (long nights), but others are not responsive to day length (day neutral). Popular as a fall annual for immediate display; buy in bud to get the longest flowering display.","{'red', 'pink', 'yellow', 'maroon', 'orange', 'white'}","{'fall', 'spring', 'summer'}",FALSE,"[1, 3]","[1, 3]",Best thought of as an annual planted for fall color and then removed as the foliage is neutral at best the rest of the year. Prone to several serious insect pests and disease infestations.,2,1,2,2,1,http://ekps.tamu.edu//images/plants/chrysanthemummorifolium.jpg,"['perennial', 'annual']","['small', 'medium']"
2778,China Pinks,6,Dianthus chinensis,"['sun', 'partial sun']",6.21,"China Pinks are one of Texas' most popular and effective cool season annuals. Fall planted China Pinks can provide effective small rounded mounds of dark green to blue-green foliage covered with white, pink, or red single carnation-like blossoms till early summer. A weak  herbaceous perennial, China Pinks tend to die or decline severely in the summer heat.","{'red', 'white', 'pink'}","{'fall', 'spring', 'winter'}",FALSE,"[0.5, 1.0]","[1.0, 1.5]",Seldom troubled by serious pests or diseases; adapted to nearly any well drained soil provided irrigation is available.,2,1,2,2,1,http://ekps.tamu.edu//images/plants/dianthus.jpg,"['perennial', 'annual']",['small']
2779,Pansy,6,Viola x wittrockiana,"['sun', 'partial sun']",6.21,Pansies are one of Texas premier cool season annuals. These valued bedding plants have a low growth form and flower that are held above the foliage. They are cold hardy in much of Texas allowing fall planting and some winter effectiveness; peak bloom is in early spring.,set(),"{'fall', 'spring', 'winter'}",FALSE,"[0.3333333333333333, 0.8333333333333334]","[0.6666666666666666, 1.0]",Avoid poorly drained soils as crown and root rots are common; Cercospora leaf spot and slugs can be problems.,2,1,2,2,1,http://ekps.tamu.edu//images/plants/violaxwi.jpg,['annual'],"['small', 'medium']"
2780,Egyptian Papyrus,6,Cyperus papyrus,"['sun', 'partial sun', 'shade']",6.2,"Egyptian Papyrus is similar but much softer in texture than its close relative the Umbrella Palm (Cyperus alternifolius). The flower stalks serve as the photosynthetic structure topped with pompom-like balls of leafy filamentous bracts. The effect is distinctive. Egyptian Papyrus was the plant from which the ancient Egyptians produced papyrus, helping to foster the development of one of earth's greatest civilizations. Excellent water or bog garden plant.",{'green'},"{'spring', 'summer'}",FALSE,"[6, 8]","[4, 6]",Not as generally durable as Umbrella Palm; often used as a summer water garden accent that is overwintered indoors or treated as an annual.,2,2,0,1,1,http://ekps.tamu.edu//images/plants/cyperuspapyrifera.jpg,"['perennial', 'interiorscape', 'annual', 'tropical']","['small', 'medium']"
2781,Japanese Cryptomeria,6,Cryptomeria japonica,"['sun', 'partial sun']",6.2,"Japanese Cryptomeria is a medium to large size tree in its native land where it is an important timber and landscape tree. This species appears to be suitable for use in the eastern third of our region. Trees are pyramidal to conical in outline with older limbs retained for extended periods of time. Needles are singular, densely surrounding the twigs, arch forward on the twig, and are a dark lustrous green color. The bark on older trees is a handsome shaggy reddish brown. Although the ultimate range of adaptability is not fully known in our region, this species is worthy of further testing.",set(),{'spring'},TRUE,"[40, 150]","[15, 40]","Plants tend to develop chlorosis in high pH soils and are relatively intolerant to foliar salt exposure. Shield from drying winter winds in colder regions. Prone to leaf blights in humid regions, spider mites in hot summers, and Maskell scale where present.",2,1,2,1,0,http://ekps.tamu.edu//images/plants/cryptomeriajaponica4.jpg,['tree'],"['medium', 'large']"
2782,Sasanqua Camellia,6,Camellia sasanqua,"['sun', 'partial sun']",6.2,Sasanqua Camellia is a medium to large evergreen shrub with a rounded spreading to ovate habit. Attractive fall to mid-winter blossoms contrast nicely with the dark glossy green foliage. Generally a more refined shurb than Camellia japonica.,"{'red', 'white', 'pink'}","{'fall', 'winter'}",FALSE,"[6, 20]","[6, 8]","Tolerates a range of light exposures, but tends to scorch in full sun and become open with poor bloom in dense shade. Generally requires similar conditions as Rhododendron spp.",2,1,2,1,0,http://ekps.tamu.edu//images/plants/camelliajaponica4pg.jpg,"['shrub', 'tree']","['small', 'medium', 'large']"
2783,Zinnia or         Youth-And-Old-Age,6,Zinnia elegans,"['sun', 'partial sun']",6.2,"Zinnia is another old fashion garden annual that has enjoyed a resurgence in garden popularity with the advent of breeding work to increase its heat tolerance, and perhaps more importantly its resistance to powdery mildew and / or bacterial leaf infections. Sizes ranging from dwarf edging or bedding plants to long-stem cut flower types are available.","{'red', 'pink', 'yellow', 'orange', 'white', 'green'}","{'fall', 'spring', 'summer'}",FALSE,"[3, 6]","[1, 6]","An outstanding summer annual in cooler climates, most cultivars are confined to use as transition season annuals in Texas as most decline in mid- to late summer. The hybrid Profusion series with Z. angustifolia is more heat tolerant, but still has some limitations.",2,0,1,0,1,http://ekps.tamu.edu//images/plants/zinniael.jpg,['annual'],"['small', 'medium']"
2784,Canna,6,Canna x generalis,"['sun', 'partial sun']",6.2,"Canna are medium to large upright herbaceous perennials that arise from vigorous underground tuber-like rhizomes. The pseudo-stems can be as short as 2 ft or as tall as 7 ft or more. Foliage is coarse and resembles small banana leaves. The brightly colored flowers are available in small many flowered gladiolus-like spikes or in fewer flowered spikes with large almost orchid-like flowers. Suitable for bedding (dwarf forms), massing, accent, containers, and bog or water gardens.","{'red', 'pink', 'yellow', 'orange', 'white'}","{'fall', 'summer'}",FALSE,"[2, 7]","[0, 20]","One of our most adaptable herbaceous perennials (to USDA zone 7b) or summer annuals (z. 7a and cooler). Can tolerate standing water and even moderately severe drought once established. Canna leaf rollers, grasshoppers, and various leaf feeding insects can be problematic.",2,1,0,0,1,http://ekps.tamu.edu//images/plants/cannaxge.jpg,"['perennial', 'annual', 'tropical']","['small', 'medium', 'large']"
2785,European Horsechestnut,6,Aesculus hippocastanum,['sun'],6.2,This is a classic European shade tree that when used in the Northeastern USA can exceed 70 ft in height and has handsome yellowish white flowers. Trees do not perform well in most of Texas.,"{'white', 'yellow'}",{'spring'},TRUE,"[60, 70]","[40, 50]","Very susceptible to leaf scorch, powdery mildew, and leaf spot diseases.",0,0,1,1,0,http://ekps.tamu.edu//images/plants/aesculushippocastanum3.jpg,['tree'],"['medium', 'large']"
