Sun Exposure,Color,Blooming Period,Fruit?,Type,Size,Score,Plant,Good?
partial sun,yellow,winter,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,True
shade,yellow,winter,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
partial sun,orange,spring,FALSE,vine,large,10.0,Giant Turk's Cap,False
shade,red,summer,FALSE,vine,large,10.0,Giant Turk's Cap,True
sun,blue,winter,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,blue,fall,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,pink,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,True
sun,red,summer,FALSE,annual,small,10.0,Giant Turk's Cap,False
partial sun,orange,spring,TRUE,vine,small,10.0,Giant Turk's Cap,True
sun,orange,fall,FALSE,vine,medium,10.0,Mexican Zinnia,True
shade,orange,winter,FALSE,vine,medium,10.0,Mexican Zinnia,False
sun,red,fall,FALSE,perennial,large,10.0,Giant Turk's Cap,False
sun,orange,summer,TRUE,annual,medium,10.0,Mexican Zinnia,False
sun,orange,fall,TRUE,shrub,small,10.0,Mexican Zinnia,False
sun,pink,spring,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,summer,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,summer,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,spring,FALSE,vine,medium,10.0,Giant Turk's Cap,False
shade,blue,spring,FALSE,perennial,large,10.0,Giant Turk's Cap,False
partial sun,yellow,spring,TRUE,vine,large,10.0,Giant Turk's Cap,True
shade,blue,fall,FALSE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,blue,fall,FALSE,annual,small,10.0,Giant Turk's Cap,False
partial sun,white,summer,FALSE,vine,small,10.0,Giant Turk's Cap,False
sun,white,spring,FALSE,annual,large,10.0,Giant Turk's Cap,False
shade,yellow,summer,FALSE,annual,medium,10.0,Giant Turk's Cap,False
shade,yellow,spring,FALSE,tropical,small,10.0,Giant Turk's Cap,True
partial sun,pink,summer,FALSE,perennial,medium,10.0,Giant Turk's Cap,True
sun,red,winter,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,spring,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,blue,fall,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,orange,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,fall,FALSE,annual,medium,10.0,Mexican Zinnia,True
partial sun,blue,spring,TRUE,shrub,small,10.0,Giant Turk's Cap,True
shade,red,fall,FALSE,vine,small,10.0,Giant Turk's Cap,False
shade,yellow,fall,FALSE,shrub,small,10.0,Giant Turk's Cap,False
sun,orange,summer,TRUE,perennial,large,10.0,Mexican Zinnia,False
partial sun,orange,winter,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,blue,summer,TRUE,annual,small,10.0,Giant Turk's Cap,False
sun,blue,summer,FALSE,shrub,small,10.0,Giant Turk's Cap,False
sun,pink,fall,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,summer,TRUE,shrub,large,10.0,Mexican Zinnia,False
shade,orange,winter,FALSE,annual,small,10.0,Mexican Zinnia,False
shade,white,spring,TRUE,annual,small,10.0,Mexican Zinnia,True
sun,yellow,winter,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
shade,orange,winter,TRUE,vine,large,10.0,Giant Turk's Cap,True
sun,pink,summer,TRUE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,summer,TRUE,vine,small,10.0,Giant Turk's Cap,False
partial sun,white,winter,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,TRUE,annual,small,10.0,Giant Turk's Cap,False
sun,orange,fall,FALSE,vine,small,10.0,Mexican Zinnia,False
partial sun,orange,spring,FALSE,tropical,medium,10.0,Giant Turk's Cap,True
sun,yellow,spring,FALSE,perennial,medium,10.0,Mexican Zinnia,True
partial sun,pink,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,False
sun,red,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,False
sun,red,spring,FALSE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,blue,summer,FALSE,perennial,large,10.0,Giant Turk's Cap,False
shade,pink,spring,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
partial sun,white,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,True
partial sun,blue,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
sun,red,summer,FALSE,perennial,medium,10.0,Giant Turk's Cap,True
partial sun,white,fall,TRUE,tropical,medium,10.0,Giant Turk's Cap,True
shade,white,winter,TRUE,vine,large,10.0,Giant Turk's Cap,True
partial sun,white,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
shade,blue,summer,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,winter,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,True
partial sun,blue,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,False
partial sun,pink,fall,TRUE,perennial,medium,10.0,Giant Turk's Cap,True
partial sun,white,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,winter,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,fall,FALSE,shrub,medium,10.0,Mexican Zinnia,False
sun,red,winter,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
sun,white,winter,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
sun,pink,summer,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,white,fall,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
shade,yellow,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
shade,orange,summer,TRUE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,blue,winter,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,pink,summer,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,FALSE,vine,medium,10.0,Giant Turk's Cap,True
shade,blue,fall,FALSE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,orange,winter,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,fall,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
shade,red,fall,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
shade,white,winter,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,blue,fall,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,True
partial sun,yellow,spring,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
shade,blue,winter,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
sun,blue,winter,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,True
sun,red,winter,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,spring,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
sun,blue,summer,TRUE,perennial,large,10.0,Giant Turk's Cap,False
sun,orange,summer,TRUE,perennial,small,10.0,Mexican Zinnia,True
partial sun,pink,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,True
partial sun,white,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,white,spring,TRUE,tropical,small,10.0,Giant Turk's Cap,True
sun,yellow,fall,FALSE,perennial,small,10.0,Mexican Zinnia,True
sun,yellow,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,pink,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,pink,spring,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,red,fall,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
sun,orange,spring,FALSE,annual,medium,10.0,Mexican Zinnia,True
partial sun,white,summer,TRUE,tropical,medium,10.0,Giant Turk's Cap,True
partial sun,yellow,spring,TRUE,shrub,large,10.0,Giant Turk's Cap,False
partial sun,orange,spring,FALSE,vine,small,10.0,Giant Turk's Cap,True
shade,orange,winter,FALSE,tropical,small,10.0,Giant Turk's Cap,False
partial sun,orange,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,False
sun,orange,spring,TRUE,annual,small,10.0,Mexican Zinnia,False
sun,red,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,blue,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,False
sun,yellow,spring,TRUE,perennial,small,10.0,Mexican Zinnia,False
shade,yellow,winter,FALSE,vine,small,10.0,Mexican Zinnia,True
sun,blue,fall,TRUE,shrub,large,10.0,Mexican Zinnia,False
partial sun,white,winter,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,True
shade,pink,summer,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,white,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,white,winter,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,winter,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,True
sun,white,summer,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,True
partial sun,red,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
sun,red,fall,TRUE,vine,small,10.0,Giant Turk's Cap,True
sun,blue,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
sun,orange,winter,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,orange,spring,TRUE,tropical,medium,10.0,Mexican Zinnia,False
sun,pink,winter,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,summer,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
shade,white,summer,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
sun,red,winter,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
sun,white,spring,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,summer,FALSE,shrub,small,10.0,Giant Turk's Cap,True
partial sun,orange,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
partial sun,red,fall,TRUE,vine,small,10.0,Giant Turk's Cap,False
sun,pink,fall,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
shade,blue,summer,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,spring,TRUE,vine,small,10.0,Giant Turk's Cap,False
partial sun,blue,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,False
sun,white,fall,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
sun,red,winter,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,FALSE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,orange,fall,TRUE,vine,large,10.0,Giant Turk's Cap,False
shade,yellow,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,False
shade,pink,winter,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
partial sun,blue,summer,TRUE,annual,small,10.0,Giant Turk's Cap,False
sun,orange,winter,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,spring,TRUE,perennial,small,10.0,Mexican Zinnia,False
shade,orange,spring,TRUE,tropical,large,10.0,Mexican Zinnia,False
partial sun,yellow,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
partial sun,white,summer,TRUE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,white,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,white,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,fall,FALSE,annual,small,10.0,Giant Turk's Cap,False
partial sun,blue,spring,TRUE,annual,small,10.0,Giant Turk's Cap,False
partial sun,orange,summer,FALSE,annual,medium,10.0,Giant Turk's Cap,True
sun,pink,summer,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,blue,spring,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,winter,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
shade,pink,summer,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,white,spring,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,spring,TRUE,perennial,medium,10.0,Mexican Zinnia,False
partial sun,orange,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,spring,TRUE,annual,small,10.0,Mexican Zinnia,True
partial sun,orange,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
shade,white,summer,FALSE,perennial,large,10.0,Giant Turk's Cap,False
partial sun,red,winter,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,blue,fall,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,spring,FALSE,annual,large,10.0,Giant Turk's Cap,False
shade,orange,summer,TRUE,perennial,large,10.0,Giant Turk's Cap,False
partial sun,orange,winter,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,winter,TRUE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,FALSE,annual,small,10.0,Giant Turk's Cap,False
sun,orange,fall,FALSE,tropical,large,10.0,Mexican Zinnia,False
sun,yellow,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
shade,yellow,spring,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,red,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
sun,blue,spring,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,True
shade,red,spring,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,winter,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,spring,FALSE,shrub,small,10.0,Giant Turk's Cap,False
shade,white,summer,FALSE,tropical,large,10.0,Giant Turk's Cap,False
shade,pink,summer,FALSE,annual,large,10.0,Giant Turk's Cap,False
partial sun,orange,summer,FALSE,vine,medium,10.0,Giant Turk's Cap,False
sun,red,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
partial sun,pink,summer,FALSE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,yellow,fall,TRUE,perennial,large,10.0,Giant Turk's Cap,False
sun,yellow,fall,TRUE,tropical,medium,10.0,Mexican Zinnia,False
sun,red,summer,TRUE,tropical,small,10.0,Giant Turk's Cap,False
sun,blue,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,False
sun,yellow,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,white,summer,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,summer,TRUE,vine,small,10.0,Giant Turk's Cap,True
shade,yellow,spring,FALSE,tropical,large,10.0,Giant Turk's Cap,True
sun,yellow,summer,TRUE,shrub,large,10.0,Mexican Zinnia,False
sun,pink,fall,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
sun,orange,winter,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,orange,spring,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
shade,pink,spring,FALSE,tropical,medium,10.0,Giant Turk's Cap,True
partial sun,red,fall,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
sun,pink,fall,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,white,winter,TRUE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,spring,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,orange,fall,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
sun,blue,summer,FALSE,perennial,medium,10.0,Giant Turk's Cap,True
shade,pink,summer,TRUE,tropical,small,10.0,Giant Turk's Cap,False
shade,yellow,fall,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
sun,pink,summer,TRUE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
sun,pink,spring,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
shade,orange,summer,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
shade,pink,spring,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,fall,FALSE,perennial,small,10.0,Giant Turk's Cap,False
sun,blue,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,True
shade,red,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,False
shade,white,fall,FALSE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,blue,winter,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,summer,FALSE,vine,large,10.0,Giant Turk's Cap,False
sun,yellow,spring,TRUE,shrub,large,10.0,Mexican Zinnia,True
shade,white,spring,TRUE,tropical,small,10.0,Mexican Zinnia,True
shade,red,winter,TRUE,vine,small,10.0,Mexican Zinnia,True
partial sun,red,fall,FALSE,tropical,small,10.0,Giant Turk's Cap,False
sun,blue,winter,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,summer,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
shade,red,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,False
shade,white,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,False
partial sun,pink,fall,TRUE,perennial,large,10.0,Giant Turk's Cap,False
sun,yellow,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,spring,TRUE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,pink,fall,TRUE,tropical,large,10.0,Giant Turk's Cap,False
shade,blue,summer,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
partial sun,pink,winter,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,blue,fall,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
shade,pink,fall,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
sun,white,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,red,summer,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
shade,pink,spring,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,summer,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,summer,TRUE,vine,large,10.0,Giant Turk's Cap,False
shade,pink,summer,FALSE,vine,small,10.0,Giant Turk's Cap,True
partial sun,orange,summer,FALSE,vine,large,10.0,Giant Turk's Cap,True
shade,white,spring,FALSE,vine,medium,10.0,Giant Turk's Cap,True
sun,yellow,summer,TRUE,vine,medium,10.0,Mexican Zinnia,False
shade,orange,winter,TRUE,shrub,small,10.0,Mexican Zinnia,False
sun,blue,summer,TRUE,annual,medium,10.0,Mexican Zinnia,False
partial sun,yellow,spring,TRUE,perennial,large,10.0,Giant Turk's Cap,False
partial sun,yellow,summer,TRUE,vine,large,10.0,Giant Turk's Cap,True
partial sun,blue,winter,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,orange,winter,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,orange,summer,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
sun,blue,spring,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,fall,TRUE,perennial,large,10.0,Giant Turk's Cap,False
partial sun,blue,fall,TRUE,annual,medium,10.0,Giant Turk's Cap,False
sun,orange,summer,TRUE,vine,small,10.0,Mexican Zinnia,False
shade,pink,fall,FALSE,shrub,small,10.0,Mexican Zinnia,False
shade,red,spring,FALSE,perennial,medium,10.0,Mexican Zinnia,False
shade,red,spring,FALSE,tropical,large,10.0,Mexican Zinnia,False
shade,pink,summer,FALSE,annual,medium,10.0,Mexican Zinnia,False
sun,red,spring,FALSE,vine,small,10.0,Giant Turk's Cap,False
shade,red,spring,FALSE,vine,large,10.0,Giant Turk's Cap,True
sun,yellow,fall,FALSE,tropical,medium,10.0,Mexican Zinnia,True
partial sun,red,summer,TRUE,tropical,small,10.0,Giant Turk's Cap,False
sun,yellow,spring,TRUE,perennial,small,10.0,Mexican Zinnia,True
sun,red,fall,TRUE,vine,small,10.0,Giant Turk's Cap,True
